run,thisN,thisTrialN,thisRepN,runs_trial.thisRepN,runs_trial.thisTrialN,runs_trial.thisN,runs_trial.thisIndex,thisRow.t,notes,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,blank2000.started,text_2.started,blank2000.stopped,participant,session,group,delay,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.010779791977256536,0.01085708406753838,,,,,,,,,,,,,,,,,,510,001,,,2026-03-28_19h48.10.354,encodingtask,,2025.2.4,None,2026-03-28 19h48.10.657169 +0100,
,,,,,,,,,,,,0.01088583399541676,0.025015166960656643,1.0019425000064075,3.1638562500011176,space,1.8604830419644713,None,,,,,,,,,,,510,001,,,2026-03-28_19h48.10.354,encodingtask,,2025.2.4,None,2026-03-28 19h48.10.657169 +0100,
,,,,,,,,,,,,,,,,,,,3.1767364169936627,3.1988642920041457,3.1988642920041457,5.014589042053558,space,1.8085619999328628,None,,,,510,001,,,2026-03-28_19h48.10.354,encodingtask,,2025.2.4,None,2026-03-28 19h48.10.657169 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.014707084046677,5.030395874986425,7.0170963749988005,510,001,,,2026-03-28_19h48.10.354,encodingtask,,2025.2.4,None,2026-03-28 19h48.10.657169 +0100,
1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
