run,thisN,thisTrialN,thisRepN,runs_trial.thisRepN,runs_trial.thisTrialN,runs_trial.thisN,runs_trial.thisIndex,thisRow.t,notes,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,participant,session,group,delay,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.04736308299470693,0.04762554197805002,,,,,,,,,,,,,,,,,,,,,330,001,,,2026-05-26_14h04.09.149,encodingtask,,2025.2.4,None,2026-05-26 14h04.09.448493 -0400,
,,,,,,,,,,,,0.04766441701212898,0.059365541965235025,1.0455209579668008,2.5087595420191064,space,1.1944742500199936,None,,,,,,,,,,,,,,330,001,,,2026-05-26_14h04.09.149,encodingtask,,2025.2.4,None,2026-05-26 14h04.09.448493 -0400,
,,,,,,,,,,,,,,,,,,,2.51701004197821,2.5456521669984795,2.5456521669984795,4.230600667011458,space,1.6780946669750847,None,,,,,,,330,001,,,2026-05-26_14h04.09.149,encodingtask,,2025.2.4,None,2026-05-26 14h04.09.448493 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.230693291989155,4.242123708012514,,6.2291242919745855,,,330,001,,,2026-05-26_14h04.09.149,encodingtask,,2025.2.4,None,2026-05-26 14h04.09.448493 -0400,
1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6.255865707993507,6.255932457977906,,,,,,,,,,,
