run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,canonical_item,item_cat,item_type,congruency,integrated_stimulus,recalled_stimulus,runs_trial.thisRepN,runs_trial.thisTrialN,runs_trial.thisN,runs_trial.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,participant,session,group,delay,mode,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.013375875074416399,0.013561750063672662,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_14h44.53.950,encodingtask,,2025.2.4,None,2026-05-27 14h44.54.173037 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,0.013612250098958611,0.02337862504646182,1.0088682910427451,3.2146831250283867,space,1.967157166916877,None,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_14h44.53.950,encodingtask,,2025.2.4,None,2026-05-27 14h44.54.173037 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.221328500076197,3.244778041029349,3.244778041029349,8.561393707990646,space,5.30479691689834,None,,,,,,,330,001,,,behavioral,2026-05-27_14h44.53.950,encodingtask,,2025.2.4,None,2026-05-27 14h44.54.173037 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56151845806744,8.574696375057101,,10.559068625094369,,,330,001,,,behavioral,2026-05-27_14h44.53.950,encodingtask,,2025.2.4,None,2026-05-27 14h44.54.173037 -0400,
1,0,0,0,stimuli/scenes/UA_1.jpg,Undersea,Tulon,stimuli/items/jungle_animal_17.png,Jungle,animal,si,stimuli/integrated/ocean_a_jungle_animal_17.jpg,stimuli/recalled/recalled_ocean_a_jungle_animal_17.jpg,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,10.57921754103154,10.57926412508823,,,,,,,,,,,,
