run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,integrated_stimulus,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_congruency.rt,key_resp_congruency.duration,runs_trial.thisRepN,runs_trial.thisTrialN,runs_trial.thisN,runs_trial.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,integrated_scene_presentation.started,image_integrated.started,integrated_scene_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,congruency_response.stopped,trials.key_resp_congruency.keys,trials.key_resp_congruency.corr,trials.key_resp_congruency.rt,trials.key_resp_congruency.duration,blank1000.started,text_8.started,blank1000.stopped,text_8.stopped,text_congruency.stopped,key_resp_congruency.stopped,participant,session,group,delay,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,26,26,0,stimuli/TESTscenes/UB_1.jpg,Undersea,Negvi,stimuli/items/undersea_animal_14.png,Undersea,animal,sc,stimuli/integrated/undersea_b_undersea_animal_14.jpg,q,0,0.48880883294623345,None,0,0,0,0,0,26,26,26,111.06776100001298,,,,,,,,,,,,,,,,,,,,,,,,111.06207833404187,111.06776100001298,111.9729485840071,111.97302925004624,111.98389820905868,111.98389820905868,112.47410733404104,q,0,0.48880883294623345,None,112.47419266705401,112.48434029205237,113.46892550005578,113.50772800005507,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,27,27,0,stimuli/TESTscenes/JB_1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_41.png,Jungle,animal,sc,stimuli/integrated/jungle_b_jungle_animal_41.jpg,q,0,0.417721166042611,None,0,0,0,0,0,27,27,27,113.50772800005507,,,,,,,,,,,,,,,,,,,,,,,,113.5021956670098,113.50772800005507,115.48537024995312,115.48545858403668,115.49094541696832,115.49094541696832,115.92027408396825,q,0,0.417721166042611,None,115.92045191698708,115.93216399999801,116.9188376669772,118.0543737920234,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,28,28,0,stimuli/TESTscenes/JA_1.jpg,Jungle,Tulon,stimuli/items/jungle_animal_28.png,Jungle,animal,sc,stimuli/integrated/jungle_b_jungle_animal_28.jpg,q,0,0.5496950000524521,None,0,0,0,0,0,28,28,28,118.0543737920234,,,,,,,,,,,,,,,,,,,,,,,,118.0488295420073,118.0543737920234,118.92457949998789,118.92466279200744,118.93483179202303,118.93483179202303,119.48653245903552,q,0,0.5496950000524521,None,119.48668254201766,119.49850470898673,120.48525499994867,121.69725229195319,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,29,29,0,stimuli/TESTscenes/UA_1.jpg,Undersea,Somar,stimuli/items/undersea_animal_17.png,Undersea,animal,sc,stimuli/integrated/undersea_a_undersea_animal_17.jpg,q,0,0.47592925000935793,None,0,0,0,0,0,29,29,29,121.69725229195319,,,,,,,,,,,,,,,,,,,,,,,,121.68737191695254,121.69725229195319,122.49071379203815,122.49078075005673,122.50147654197644,122.50147654197644,122.98605841700919,q,0,0.47592925000935793,None,122.98614537494723,122.9955989170121,123.98544158402365,125.06943133403547,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,30,30,0,stimuli/TESTscenes/JA_1.jpg,Jungle,Tulon,stimuli/items/jungle_object_18.png,Jungle,object,sc,stimuli/integrated/jungle_a_jungle_object_18.jpg,q,0,0.3616300829453394,None,0,0,0,0,0,30,30,30,125.06943133403547,,,,,,,,,,,,,,,,,,,,,,,,125.06388170900755,125.06943133403547,125.99208304204512,125.99216645897832,126.00174683402292,126.00174683402292,126.36964637495112,q,0,0.3616300829453394,None,126.36976050003432,126.38060045905877,127.368851333973,128.69435966701712,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,31,31,0,stimuli/TESTscenes/JB_1.jpg,Jungle,Malbow,stimuli/items/undersea_object_24.png,Undersea,object,si,stimuli/integrated/jungle_b_undersea_object_24.jpg,q,1,0.36100741592235863,None,0,0,0,0,0,31,31,31,128.69435966701712,,,,,,,,,,,,,,,,,,,,,,,,128.68400374997873,128.69435966701712,129.37366687494796,129.37374862504657,129.38520033401437,129.38520033401437,129.75357924995478,q,1,0.36100741592235863,None,129.75378533406183,129.7651141670067,130.75195466703735,131.8100382089615,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,32,32,0,stimuli/TESTscenes/JA_1.jpg,Jungle,Tulon,stimuli/items/jungle_animal_25.png,Jungle,animal,sc,stimuli/integrated/jungle_a_jungle_animal_25.jpg,p,1,0.6916199580300599,None,0,0,0,0,0,32,32,32,131.8100382089615,,,,,,,,,,,,,,,,,,,,,,,,131.8048018750269,131.8100382089615,132.75665274995845,132.75672125001438,132.76846212497912,132.76846212497912,133.4696012090426,p,1,0.6916199580300599,None,133.4696837499505,133.4792384590255,134.4684357920196,135.56751345901284,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,33,33,0,stimuli/TESTscenes/JB_1.jpg,Jungle,Malbow,stimuli/items/undersea_object_4.png,Undersea,object,si,stimuli/integrated/jungle_a_undersea_object_4.jpg,p,0,0.6572910830145702,None,0,0,0,0,0,33,33,33,135.56751345901284,,,,,,,,,,,,,,,,,,,,,,,,135.56120400002692,135.56751345901284,136.47461050003767,136.4746828339994,136.48473229201045,136.48473229201045,137.15412762505002,p,0,0.6572910830145702,None,137.15439320902806,137.16579833405558,138.15216945903376,138.1850846670568,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,34,34,0,stimuli/TESTscenes/UB_1.jpg,Undersea,Negvi,stimuli/items/undersea_animal_34.png,Undersea,animal,sc,stimuli/integrated/undersea_b_undersea_animal_34.jpg,None,0,,,0,0,0,0,0,34,34,34,138.1850846670568,,,,,,,,,,,,,,,,,,,,,,,,138.17982470896095,138.1850846670568,140.15941266703885,140.15950487495866,140.1673547499813,140.1673547499813,141.1519787920406,None,0,,,141.1521182920551,141.1584986669477,142.14131729200017,143.1697508340003,141.1584986669477,141.1584986669477,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,35,35,0,stimuli/TESTscenes/JB_1.jpg,Jungle,Malbow,stimuli/items/jungle_object_7.png,Jungle,object,sc,stimuli/integrated/jungle_a_jungle_object_7.jpg,p,1,0.3531175829702988,None,0,0,0,0,0,35,35,35,143.1697508340003,,,,,,,,,,,,,,,,,,,,,,,,143.16432104201522,143.1697508340003,144.1575958749745,144.15767258405685,144.167801334057,144.167801334057,144.52514833398163,p,1,0.3531175829702988,None,144.52526933397166,144.5373323749518,145.52395199995954,146.56067037500907,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,36,36,0,stimuli/TESTscenes/UA_1.jpg,Undersea,Somar,stimuli/items/jungle_animal_3.png,Jungle,animal,si,stimuli/integrated/undersea_a_jungle_animal_3.jpg,q,1,0.4021676250267774,None,0,0,0,0,0,36,36,36,146.56067037500907,,,,,,,,,,,,,,,,,,,,,,,,146.555315042031,146.56067037500907,147.53535220900085,147.53544529201463,147.54168341704644,147.54168341704644,147.9526134589687,q,1,0.4021676250267774,None,147.95269770896994,147.96218837494962,148.95180966705084,149.9475758339977,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,37,37,0,stimuli/TESTscenes/UB_1.jpg,Undersea,Negvi,stimuli/items/jungle_animal_18.png,Jungle,animal,si,stimuli/integrated/undersea_b_jungle_animal_18.jpg,q,1,0.6672976659610868,None,0,0,0,0,0,37,37,37,149.9475758339977,,,,,,,,,,,,,,,,,,,,,,,,149.94218308397103,149.9475758339977,150.95805524999741,150.95813295897096,150.9682996670017,150.9682996670017,151.64274679205846,q,1,0.6672976659610868,None,151.64286237501074,151.65368162503,152.64123229205143,152.67797879199497,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
1,38,38,0,stimuli/TESTscenes/UA_1.jpg,Undersea,Somar,stimuli/items/undersea_animal_22.png,Undersea,animal,sc,stimuli/integrated/undersea_b_undersea_animal_22.jpg,q,0,0.6279576240340248,None,0,0,0,0,0,38,38,38,152.67797879199497,,,,,,,,,,,,,,,,,,,,,,,,152.6728474169504,152.67797879199497,154.65157529199496,154.651727959048,154.65757658402435,154.65757658402435,155.29130987497047,q,0,0.6279576240340248,None,155.29143149999436,155.30374533403665,156.29099666699767,,,,550,001,,,2026-03-30_22h27.06.691,encodingtask,,2025.2.4,None,2026-03-30 22h27.07.004782 +0200,
,39,39,0,stimuli/TESTscenes/UB_1.jpg,Undersea,Negvi,stimuli/items/jungle_animal_42.png,Jungle,animal,si,stimuli/integrated/undersea_a_jungle_animal_42.jpg,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
