run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,integrated_stimulus,runs_trial.thisRepN,runs_trial.thisTrialN,runs_trial.thisN,runs_trial.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,integrated_scene_presentation.started,image_integrated.started,integrated_scene_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,congruency_response.stopped,participant,session,group,delay,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.016949750017374754,0.01706112502142787,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,,,2026-03-28_20h27.27.257,encodingtask,,2025.2.4,None,2026-03-28 20h27.27.595740 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,0.01710770803038031,0.029289625003002584,1.0080710420152172,4.847691125003621,space,3.484094333020039,None,,,,,,,,,,,,,,,,,,,,,510,001,,,2026-03-28_20h27.27.257,encodingtask,,2025.2.4,None,2026-03-28 20h27.27.595740 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.861128041986376,4.903050416964106,4.903050416964106,9.89344999997411,space,4.985889250063337,None,,,,,,,,,,,,,,510,001,,,2026-03-28_20h27.27.257,encodingtask,,2025.2.4,None,2026-03-28 20h27.27.595740 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.893514499999583,9.902883957955055,12.001220874954015,11.888000041944906,,,,,,,,,,510,001,,,2026-03-28_20h27.27.257,encodingtask,,2025.2.4,None,2026-03-28 20h27.27.595740 +0100,
1,0,0,0,stimuli/TESTscenes/UB_1.jpg,Undersea,Malbow,stimuli/items/undersea_object_12.png,Undersea,object,sc,stimuli/integrated/undersea_b_undersea_object_12.jpg,0,0,0,0,0,0,0,0,12.001220874954015,,,,,,,,,,,,,,,,,,,,,,11.91587104194332,11.91593841696158,11.994622749974951,12.001220874954015,13.921180333010852,13.921237500035204,13.92706991697196,13.92706991697196,14.92073229199741,,,,,,,,,,,
