thisRow.t,notes,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,participant,session,group,delay,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.008350332995178178,0.008433582988800481,,,,325,001,,,2026-04-26_18h23.18.978,encodingtask,,2025.2.4,None,2026-04-26 18h23.19.217272 +0200,
,,,,0.008458416006760672,0.015039624995552003,1.0026418750057928,,,,,,,,,,,
