scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_again,scene_left,scene_right,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,text.stopped,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,key_rate_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,2,2,2,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_3.png,Malbow,This is a scene from a jungle named,space,0.024379458976909518,None,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,0,2,2,2,,,,,,,,,,,,,,,,,40.76728575001471,,,,,,,,,,,,,,,,,,40.75748987495899,40.76728575001471,40.76728575001471,40.76728575001471,40.76728575001471,41.69426816696068,41.72989495797083,space,0.024379458976909518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,3,3,0,scenes_group2.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.73352370801149,41.746589292015415,41.746589292015415,42.763096374983434,space,1.0140198749722913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,0,0,0,,,,,,,,JB,TESTstimuli/TESTscenes/JB_1.jpg,TESTstimuli/TESTscenes/JB_2.jpg,TESTstimuli/TESTscenes/JB_3.jpg,scene_JB_lbl,space,2.3847858340013772,None,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,42.94885979196988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.938557916961145,42.94885979196988,42.94885979196988,42.94885979196988,42.94885979196988,42.94885979196988,45.33814174996223,space,2.3847858340013772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,1,1,0,,,,,,,,UA,TESTstimuli/TESTscenes/UA_1.jpg,TESTstimuli/TESTscenes/UA_2.jpg,TESTstimuli/TESTscenes/UA_3.jpg,scene_UA_lbl,space,1.772155374987051,None,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,45.456373833003454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.448112083016895,45.456373833003454,45.456373833003454,45.456373833003454,45.456373833003454,45.456373833003454,47.23654054198414,space,1.772155374987051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,2,2,0,,,,,,,,UB,TESTstimuli/TESTscenes/UB_1.jpg,TESTstimuli/TESTscenes/UB_2.jpg,TESTstimuli/TESTscenes/UB_3.jpg,scene_UB_lbl,space,2.027394834032748,None,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,47.36418108298676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.357030499959365,47.36418108298676,47.36418108298676,47.36418108298676,47.36418108298676,47.36418108298676,49.3967087919591,space,2.027394834032748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,3,3,0,,,,,,,,JA,TESTstimuli/TESTscenes/JA_1.jpg,TESTstimuli/TESTscenes/JA_2.jpg,TESTstimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,1.4077439999673516,None,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,49.68768683297094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.67768179200357,49.68768683297094,49.68768683297094,49.68768683297094,49.68768683297094,49.68768683297094,51.10401883296436,space,1.4077439999673516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.104236375016626,51.11533800000325,51.11533800000325,52.27958149998449,space,1.1610820420319214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.497663417016156,52.50802270800341,52.50802270800341,52.50802270800341,52.50802270800341,52.50802270800341,52.50802270800341,52.50802270800341,52.50802270800341,52.50802270800341,58.462806582974736,space,5.951155707996804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.46290054201381,58.47369837498991,58.47369837498991,59.46868466696469,space,0.9911801249836572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7057137080119,59.71602362499107,59.71602362499107,59.71602362499107,59.71602362499107,59.71602362499107,59.71602362499107,59.71602362499107,59.71602362499107,59.71602362499107,60.8964531669626,space,1.1698263339931145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.89661395800067,60.907277999969665,60.907277999969665,62.752639332960825,space,1.8384983339929022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,1,0,0,0,,TESTstimuli/TESTscenes/JA_1.jpg,,,,,,,,,,,,,,Tulon,1,1,2.5072657499695197,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,63.13536487496458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1268273749738,63.13536487496458,63.761874874995556,63.772438999963924,63.77939716697438,63.77939716697438,66.29652654199162,1,1,2.5072657499695197,None,66.30127187498147,66.31242933298927,67.35567808296764,67.29588049999438,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,2,1,1,0,,TESTstimuli/TESTscenes/JB_2.jpg,,,,,,,,,,,,,,Malbow,2,1,0.28980987501563504,None,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,67.35567808296764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.34236341697397,67.35567808296764,68.30091874999925,68.30107325001154,68.31179120799061,68.31179120799061,68.61337475001346,2,1,0.28980987501563504,None,68.6136079999851,68.62511658295989,69.66591629199684,69.61189908301458,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,2,2,2,0,,TESTstimuli/TESTscenes/JB_3.jpg,,,,,,,,,,,,,,Malbow,2,1,0.4893190829898231,None,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,69.66591629199684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.66118379199179,69.66591629199684,70.61764858296374,70.61776225001086,70.62808283296181,70.62808283296181,71.12979849998374,2,1,0.4893190829898231,None,71.12999149999814,71.14166487497278,72.16833691700594,72.12844729196513,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,4,3,3,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,4,1,0.5076180000323802,None,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,72.16833691700594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.16343879199121,72.16833691700594,73.13406958297128,73.13418758299667,73.14477725001052,73.14477725001052,73.6628692499944,4,1,0.5076180000323802,None,73.66303095797775,73.67359129199758,74.76571829197928,74.66193262499291,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,1,4,4,0,,TESTstimuli/TESTscenes/JA_3.jpg,,,,,,,,,,,,,,Tulon,3,0,0.45306383300339803,None,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,74.76571829197928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.76091233297484,74.76571829197928,75.6669854579959,75.66712945798645,75.67828524997458,75.67828524997458,76.13547554198885,3,0,0.45306383300339803,None,76.14037258300232,76.15028366696788,77.1798821669654,77.13394308299758,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,3,5,5,0,,TESTstimuli/TESTscenes/UA_1.jpg,,,,,,,,,,,,,,Negvi,3,1,0.2696659590001218,None,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,77.1798821669654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.17515612498391,77.1798821669654,78.14526229200419,78.14540808298625,78.15173779200995,78.15173779200995,78.42977216700092,3,1,0.2696659590001218,None,78.43397816701327,78.4446435419959,79.47888670797693,79.42883900000015,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,3,6,6,0,,TESTstimuli/TESTscenes/UA_3.jpg,,,,,,,,,,,,,,Negvi,3,1,0.3762902910239063,None,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,79.47888670797693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.47417904197937,79.47888670797693,80.43457474996103,80.43469616700895,80.44497145799687,80.44497145799687,80.82929525000509,3,1,0.3762902910239063,None,80.82945662498241,80.84025016700616,81.89732108300086,81.82858545798808,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,4,7,7,0,,TESTstimuli/TESTscenes/UB_1.jpg,,,,,,,,,,,,,,Somar,4,1,0.3316187500022352,None,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,9,,,,,,,,,81.89732108300086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.89227258297615,81.89732108300086,82.83413166698301,82.83428458299022,82.84459545800928,82.84459545800928,83.1798563330085,4,1,0.3316187500022352,None,83.18017333297757,83.19208004197571,84.22903020796366,84.17839120799908,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,3,8,8,0,,TESTstimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,Negvi,3,1,0.40328216704074293,None,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,7,,,,,,,,,84.22903020796366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2242444579606,84.22903020796366,85.18368429201655,85.18381491699256,85.19483333296375,85.19483333296375,85.60221808298957,3,1,0.40328216704074293,None,85.60242741700495,85.61408929200843,86.69964312500088,86.6011082920013,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,1,9,9,0,,TESTstimuli/TESTscenes/JA_2.jpg,,,,,,,,,,,,,,Tulon,1,1,0.33395895903231576,None,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,86.69964312500088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.69494520797161,86.69964312500088,87.611597332987,87.61182024999289,87.61807595798746,87.61807595798746,87.9630226669833,1,1,0.33395895903231576,None,87.96688766696025,87.97800175001612,88.97004091698909,88.96145295799943,,,,,,,,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.96168145799311,88.97004091698909,88.97004091698909,91.41260229196632,space,2.4350369999883696,None,,,,,,,,,,,,,,,,,330,001,2026-03-12_11h09.57.412,TEST_training_task,,2025.2.4,None,2026-03-12 11h09.58.640551 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,Malbow,None,TESTstimuli/TESTscenes/UB_1.jpg,TESTstimuli/TESTscenes/UB_2.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,91.44706245796988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.41350579197751,91.41359025001293,91.43465816701064,91.43471537501318,91.43473733298015,91.44706245796988,92.47581520798849,92.43430504197022,92.46636199997738,92.47581520798849,92.47581520798849,96.44482624996454,96.4449238749803,96.45123008301016,96.45123008301016,106.44471287500346,,,,,,,,,
