scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,scene_part2.started,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,3,2,2,0,scenes_group3.xlsx,stimuli/TESTscenes/p1_scenes/p1_UA_3.png,Negvi,This is a scene from a sea named,space,0.0023177919210866094,None,,,,,,,,,,,,,,,,,,0,3,3,2,0,2,2,2,,,,,,,,,,,,,36.442991957999766,,,,,,,,,,,,,,,,,,36.426975707989186,36.442991957999766,36.442991957999766,36.442991957999766,36.442991957999766,36.442991957999766,36.4492716670502,space,0.0023177919210866094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,3,3,0,scenes_group3.xlsx,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4518352500163,36.464164125034586,36.464164125034586,38.270248292014,space,1.7991632079938427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,0,0,0,,,,,,,,UA,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,stimuli/TESTscenes/UA_3.jpg,scene_UA_lbl,space,2.2847142500104383,None,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,41.23623158305418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2038287500618,41.23623158305418,41.23623158305418,41.23623158305418,41.23623158305418,41.23623158305418,43.52640629198868,space,2.2847142500104383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,1,1,0,,,,,,,,UB,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,stimuli/TESTscenes/UB_3.jpg,scene_UB_lbl,space,0.139299749978818,None,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,46.300722083076835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.278920000069775,46.300722083076835,46.300722083076835,46.300722083076835,46.300722083076835,46.300722083076835,46.45201458304655,space,0.139299749978818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,2,2,0,,,,,,,,JA,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,stimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,1.5011062090052292,None,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,46.71979800006375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.709692333010025,46.71979800006375,46.71979800006375,46.71979800006375,46.71979800006375,46.71979800006375,48.22412462497596,space,1.5011062090052292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,3,3,0,,,,,,,,JB,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,stimuli/TESTscenes/JB_3.jpg,scene_JB_lbl,space,1.9928215419640765,None,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,52.13405179197434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.09301425004378,52.13405179197434,52.13405179197434,52.13405179197434,52.13405179197434,52.13405179197434,54.136600292054936,space,1.9928215419640765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.136935624992475,54.150220875046216,54.150220875046216,56.11942058301065,space,1.9626476250123233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.37576658301987,56.38900333305355,56.38900333305355,56.38900333305355,56.38900333305355,56.38900333305355,56.38900333305355,56.38900333305355,56.38900333305355,56.38900333305355,59.51862504205201,space,3.1196239170385525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.51879279199056,59.52806316700298,59.52806316700298,62.003563457983546,space,2.469668374978937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33995054196566,62.353215917013586,62.353215917013586,62.353215917013586,62.353215917013586,62.353215917013586,62.353215917013586,62.353215917013586,62.353215917013586,62.353215917013586,65.31977154198103,space,2.9623867080081254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.31988850003108,65.3308113750536,65.3308113750536,75.76931562507525,space,10.430277209030464,None,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,1,0,0,0,,TESTstimuli/TESTscenes/JA_2.jpg,,,,,,,,,,,,,,Tulon,3,0,2.913871541968547,None,,,,,,,,,,,,,,,,,0,0,0,1,,,,,77.83955516701099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.80910420801956,77.80916920804884,77.81332970806397,77.83955516701099,77.83955516701099,80.75899070804007,3,0,2.913871541968547,None,80.76315583300311,80.77394120802637,81.80823399999645,81.75816308299545,,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,3,1,1,0,,TESTstimuli/TESTscenes/UA_3.jpg,,,,,,,,,,,,,,Negvi,3,1,0.6273173339432105,None,,,,,,,,,,,,,,,,,0,1,1,8,,,,,81.80823399999645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.80324429203756,82.7678765830351,82.76798104203772,82.7727073749993,82.7727073749993,83.40350687503815,3,1,0.6273173339432105,None,83.40839458303526,83.41977649996988,,84.40741991705727,81.80823399999645,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,4,2,2,0,,TESTstimuli/TESTscenes/UB_2.jpg,,,,,,,,,,,,,,Somar,4,1,0.3472941250074655,None,,,,,,,,,,,,,,,,,0,2,2,10,,,,,84.48468250001315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.47981408296619,85.40604720800184,85.40619008301292,85.41758458304685,85.41758458304685,85.7695254170103,4,1,0.3472941250074655,None,85.76971912500449,85.78018850006629,86.84224104206078,86.7680129170185,84.48468250001315,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,2,3,3,0,,TESTstimuli/TESTscenes/JB_2.jpg,,,,,,,,,,,,,,Malbow,2,1,0.46136833308264613,None,,,,,,,,,,,,,,,,,0,3,3,4,,,,,86.84224104206078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.83737004199065,87.77328666707035,87.77339970797766,87.78450900001917,87.78450900001917,88.25289204204455,2,1,0.46136833308264613,None,88.25311037502252,88.2641661670059,89.29897787503432,89.25140554201789,86.84224104206078,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,3,4,4,0,,TESTstimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,Negvi,3,1,0.30907804204616696,None,,,,,,,,,,,,,,,,,0,4,4,7,,,,,89.29897787503432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29427495796699,90.25590474996716,90.2560078749666,90.26771337504033,90.26771337504033,90.58667145797517,3,1,0.30907804204616696,None,90.58704670798033,90.5984497499885,91.6607785000233,91.58505941706244,89.29897787503432,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,4,5,5,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,4,1,0.2847645829897374,None,,,,,,,,,,,,,,,,,0,5,5,11,,,,,91.6607785000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6560257920064,92.58993404207285,92.59006620803848,92.60097579204012,92.60097579204012,92.89115304197185,4,1,0.2847645829897374,None,92.89131750003435,92.90366454201285,93.94273995805997,93.890051042079,91.6607785000233,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,2,6,6,0,,TESTstimuli/TESTscenes/JB_1.jpg,,,,,,,,,,,,,,Malbow,2,1,0.36680554202757776,None,,,,,,,,,,,,,,,,,0,6,6,3,,,,,93.94273995805997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.93705629196484,94.90132425003685,94.90160837501753,94.90775354206562,94.90775354206562,95.2870479580015,2,1,0.36680554202757776,None,95.28741112502757,95.30216874997132,96.4053849580232,96.28494937496725,93.94273995805997,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,1,7,7,0,,TESTstimuli/TESTscenes/JA_1.jpg,,,,,,,,,,,,,,Tulon,1,1,0.3423576250206679,None,,,,,,,,,,,,,,,,,0,7,7,0,,,,,96.4053849580232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.40046545804944,97.28968512499705,97.28986224997789,97.30124062497634,97.30124062497634,97.6531367499847,1,1,0.3423576250206679,None,97.6575003330363,97.66751233302057,98.6632426250726,98.65152845799457,96.4053849580232,,,,,,,,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6522150420351,98.6632426250726,98.6632426250726,100.63616404205095,space,1.9653707499383017,None,,,510,001,2026-03-30_09h53.02.774,TEST_training_task,,2025.2.4,None,2026-03-30 09h53.10.279511 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.63731379201636,100.63740520807914,,,,,,,,,
