scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.03461195802083239,0.04641337500652298,1.2001713330391794,2.1425557500333525,space,0.9292763329576701,None,,,,,,,,,,2,001,2026-03-10_11h11.20.539,TEST_training_task,,2025.2.4,None,2026-03-10 11h11.21.774572 +0100,
JA,Tulon,TESTstimuli/TESTscenes/JA_1.jpg,1,0,0,0,,,,,0,0,0,0,,,,,,,,,2.214027416019235,,,,,,,,,2.2041724580340087,2.204256625031121,,,,,,,,2,001,2026-03-10_11h11.20.539,TEST_training_task,,2025.2.4,None,2026-03-10 11h11.21.774572 +0100,
JB,Negvi,TESTstimuli/TESTscenes/JB_3.jpg,2,1,1,0,,,,,0,1,1,1,,,,,,,,,2.214027416019235,,,,,,,,,2.2043489580391906,2.2043830000329763,,,,,,,,2,001,2026-03-10_11h11.20.539,TEST_training_task,,2025.2.4,None,2026-03-10 11h11.21.774572 +0100,
UA,Somar,TESTstimuli/TESTscenes/UA_1.jpg,3,2,2,0,,,,,0,2,2,2,,,,,,,,,2.214027416019235,,,,,,,,,2.20445312501397,2.204482416040264,,,,,,,,2,001,2026-03-10_11h11.20.539,TEST_training_task,,2025.2.4,None,2026-03-10 11h11.21.774572 +0100,
UB,Malbow,TESTstimuli/TESTscenes/UB_3.jpg,4,3,3,0,,,,,0,3,3,3,,,,,,,,,2.214027416019235,,,,,,,,,2.2045467080315575,2.2045745830400847,,,,,,,,2,001,2026-03-10_11h11.20.539,TEST_training_task,,2025.2.4,None,2026-03-10 11h11.21.774572 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2046217910246924,2.214027416019235,2.214027416019235,3.925658166001085,space,1.7033976250095293,None,2,001,2026-03-10_11h11.20.539,TEST_training_task,,2025.2.4,None,2026-03-10 11h11.21.774572 +0100,
,,,2,0,0,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_1.png,Malbow,This is a scene from a jungle named,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
