thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.018625167023856193,0.03302808402804658,0.9890818340354599,10.664448250026908,space,9.262161373975687,None,18,001,2026-03-10_10h46.54.762,TEST_training_task,,2025.2.4,None,2026-03-10 10h46.56.403441 +0100,
