thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.024799124978017062,0.03674970899010077,0.9916807089466602,7.738365958968643,space,6.738518833008129,None,25,001,2026-03-10_10h57.33.873,TEST_training_task,,2025.2.4,None,2026-03-10 10h57.35.122424 +0100,
