scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_left,scene_right,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,4,2,2,0,scenes_group4.xlsx,stimuli/TESTscenes/p1_scenes/p1_UB_3.png,Somar,This is a scene from a sea named,space,0.1763687910279259,None,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,42.077192915952764,,,,,,,,,,,,,,,,,,42.06891787494533,42.077192915952764,42.077192915952764,42.077192915952764,42.077192915952764,43.02507783297915,43.20852029102389,space,0.1763687910279259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,3,3,0,scenes_group4.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.211306625045836,43.22362670802977,43.22362670802977,44.73541995801497,space,1.5029219589196146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,0,0,0,,,,,,,,UB,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,stimuli/TESTscenes/UB_3.jpg,scene_UB_lbl,space,1.2819115419406444,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,44.94459299999289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9359355410561,44.94459299999289,44.94459299999289,44.94459299999289,44.94459299999289,44.94459299999289,46.23576354095712,space,1.2819115419406444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,1,1,0,,,,,,,,JB,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,stimuli/TESTscenes/JB_3.jpg,scene_JB_lbl,space,0.9689705829368904,None,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,46.38551849999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37542079098057,46.38551849999931,46.38551849999931,46.38551849999931,46.38551849999931,46.38551849999931,47.36004075000528,space,0.9689705829368904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,2,2,0,,,,,,,,UA,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,stimuli/TESTscenes/UA_3.jpg,scene_UA_lbl,space,1.0061854580417275,None,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,47.509204915957525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.50002954096999,47.509204915957525,47.509204915957525,47.509204915957525,47.509204915957525,47.509204915957525,48.51759566599503,space,1.0061854580417275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,3,3,0,,,,,,,,JA,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,stimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,1.1243903749855235,None,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,48.799005083041266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.78892637498211,48.799005083041266,48.799005083041266,48.799005083041266,48.799005083041266,48.799005083041266,49.925537958042696,space,1.1243903749855235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92577450000681,49.93736037495546,49.93736037495546,51.124162500025705,space,1.1809789589606225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.35936291597318,51.37232550000772,51.37232550000772,51.37232550000772,51.37232550000772,51.37232550000772,51.37232550000772,51.37232550000772,51.37232550000772,51.37232550000772,52.49274058302399,space,1.114942166954279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.49282895796932,52.502723708050326,52.502723708050326,53.60201383300591,space,1.0895915000000969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.87739129096735,53.8878252080176,53.8878252080176,53.8878252080176,53.8878252080176,53.8878252080176,53.8878252080176,53.8878252080176,53.8878252080176,53.8878252080176,54.93506941595115,space,1.0455187500920147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9352114580106,54.945699249976315,54.945699249976315,56.235854457947426,space,1.284606249886565,None,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,2,0,0,0,,TESTstimuli/TESTscenes/JB_3.jpg,,,,,,,,,,,,,,Malbow,2,1,2.862406041007489,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,56.58271095796954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.57417037501,56.58271095796954,57.23969416599721,57.24909866601229,57.25565575005021,57.25565575005021,60.124299208051525,2,1,2.862406041007489,None,60.128524958039634,60.13928279094398,61.207419291022234,61.12257154099643,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,4,1,1,0,,TESTstimuli/TESTscenes/UB_1.jpg,,,,,,,,,,,,,,Somar,4,1,1.1967924170894548,None,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,9,,,,,,,,,61.207419291022234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.202624290948734,61.207419291022234,62.13429604098201,62.13443787500728,62.140265165944584,62.140265165944584,63.33990799996536,4,1,1.1967924170894548,None,63.340074541047215,63.352529374998994,64.41713058296591,64.33934241603129,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,4,2,2,0,,TESTstimuli/TESTscenes/UB_2.jpg,,,,,,,,,,,,,,Somar,4,1,3.123248790972866,None,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,10,,,,,,,,,64.41713058296591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4123510409845,64.41713058296591,65.35055666603148,65.35068354103714,65.35655254102312,65.35655254102312,68.4851600000402,4,1,3.123248790972866,None,68.48538487497717,68.49691700004041,69.59239524998702,69.4845566659933,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,1,3,3,0,,TESTstimuli/TESTscenes/JA_2.jpg,,,,,,,,,,,,,,Tulon,2,0,1.3185748329851776,None,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,69.59239524998702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.58730812498834,69.59239524998702,70.48864729097113,70.4887753330404,70.5000423330348,70.5000423330348,71.82524849998299,2,0,1.3185748329851776,None,71.83249820803758,71.8433870000299,,72.8339098750148,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,1,4,4,0,,TESTstimuli/TESTscenes/JA_3.jpg,,,,,,,,,,,,,,Tulon,1,1,1.1758662079228088,None,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,72.95184233295731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.94665483303834,72.95184233295731,73.83399116597138,73.8342886660248,73.84071429097094,73.84071429097094,75.0183539580321,1,1,1.1758662079228088,None,75.0244160409784,75.03525491605978,,76.02304529096,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,2,5,5,0,,TESTstimuli/TESTscenes/JB_1.jpg,,,,,,,,,,,,,,Malbow,2,1,2.1017765830038115,None,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,76.07712675002404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.07211466599256,76.07712675002404,77.02236558299046,77.02251108305063,77.03407225001138,77.03407225001138,79.14094437495805,2,1,2.1017765830038115,None,79.14110708294902,79.1530700000003,80.17770641599782,80.14009583299048,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,4,6,6,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,4,1,0.6722880000015721,None,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,11,,,,,,,,,80.17770641599782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.17285750003066,80.17770641599782,81.15029862499796,81.1504610000411,81.15682908298913,81.15682908298913,81.83564699999988,4,1,0.6722880000015721,None,81.83593383303378,81.8470763330115,82.88445100001991,82.83392883301713,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,2,7,7,0,,TESTstimuli/TESTscenes/JB_2.jpg,,,,,,,,,,,,,,Malbow,2,1,0.38496312499046326,None,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,82.88445100001991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87976637505926,82.88445100001991,83.83871908299625,83.8388469159836,83.85007745795883,83.85007745795883,84.24049316602759,2,1,0.38496312499046326,None,84.24066195799969,84.25300245801918,85.32411899999715,85.23961970803794,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,3,8,8,0,,TESTstimuli/TESTscenes/UA_1.jpg,,,,,,,,,,,,,,Negvi,3,1,0.35119083302561194,None,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,85.32411899999715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.31907950004097,85.32411899999715,86.25033433304634,86.25051670800894,86.25682929100003,86.25682929100003,86.61836012499407,3,1,0.35119083302561194,None,86.62876975000836,86.63929483294487,87.63211758295074,87.62326004100032,,,,,,,,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.62353258300573,87.63211758295074,87.63211758295074,89.53522912506014,space,1.8908176670083776,None,,,510,001,2026-03-29_17h12.07.135,TEST_training_task,,2025.2.4,None,2026-03-29 17h12.08.128647 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,None,None,None,None,Tulon,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.53738141595386,89.53748004103545,,,,,,,,,
