scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01179270795546472,0.02775495796231553,0.9887956249876879,1.3294889579992741,space,-0.0016495419549755752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
JA,Tulon,TESTstimuli/TESTscenes/JA_1.jpg,1,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1.4078596250037663,,,,,,,,,1.3796694579650648,1.379722874960862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
JB,Malbow,TESTstimuli/TESTscenes/JB_2.jpg,2,1,1,0,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,1.4078596250037663,,,,,,,,,1.3798081249697134,1.3798416669596918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
UA,Negvi,TESTstimuli/TESTscenes/UA_3.jpg,3,2,2,0,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,1.4078596250037663,,,,,,,,,1.3799118750030175,1.379941624996718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
UB,Somar,TESTstimuli/TESTscenes/UB_1.jpg,4,3,3,0,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,1.4078596250037663,,,,,,,,,1.3800092919846065,1.380037791968789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.380074666987639,1.4078596250037663,1.4078596250037663,2.734516041993629,space,1.324879250023514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,1,0,0,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_1.png,Tulon,This scene is a scene from a jungle named,space,0.44592866604216397,None,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,2.8193216669606045,,,,,,,,,,,,,,,,,,2.8068811249686405,2.8193216669606045,2.8193216669606045,2.8193216669606045,2.8193216669606045,3.732814666989725,4.184634082950652,space,0.44592866604216397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,1,1,1,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_2.png,Tulon,This scene is a scene from a jungle named,space,0.14948287495644763,None,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,4.2428356249583885,,,,,,,,,,,,,,,,,,4.234664582996629,4.2428356249583885,4.2428356249583885,4.2428356249583885,4.2428356249583885,5.18321874999674,5.334821166994516,space,0.14948287495644763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,1,2,2,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_3.png,Tulon,This scene is a scene from a jungle named,space,0.026543083018623292,None,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,5.392316249955911,,,,,,,,,,,,,,,,,,5.384600291959941,5.392316249955911,5.392316249955911,5.392316249955911,5.392316249955911,6.333163291972596,6.367780125001445,space,0.026543083018623292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,0,0,0,scenes_group1.xlsx,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,2,0,0,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_1.png,Malbow,This is a scene from a jungle named,space,0.08118783304234967,None,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,6.432160625001416,,,,,,,,,,,,,,,,,,6.424119292001706,6.432160625001416,6.432160625001416,6.432160625001416,6.432160625001416,7.3665077919722535,7.451088916976005,space,0.08118783304234967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,2,1,1,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_2.png,Malbow,This is a scene from a jungle named,space,0.015969500003848225,None,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,7.5088514579692855,,,,,,,,,,,,,,,,,,7.5011148329940625,7.5088514579692855,7.5088514579692855,7.5088514579692855,7.5088514579692855,8.449737582996022,8.467559166951105,space,0.015969500003848225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,2,2,2,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_3.png,Malbow,This is a scene from a jungle named,space,0.14222254196647555,None,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,8.521912791999057,,,,,,,,,,,,,,,,,,8.514325333002489,8.521912791999057,8.521912791999057,8.521912791999057,8.521912791999057,9.466343457985204,9.61786212498555,space,0.14222254196647555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
