scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,1,1,0,scenes_group2.xlsx,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,3,0,0,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_1.png,Negvi,This is a scene from a sea named,space,0.03312541596824303,None,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,9.681706041970756,,,,,,,,,,,,,,,,,,9.672753082995769,9.681706041970756,9.681706041970756,9.681706041970756,9.681706041970756,10.616424124978948,10.651078666967805,space,0.03312541596824303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,3,1,1,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_2.png,Negvi,This is a scene from a sea named,space,0.009894123999401927,None,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,10.705014749953989,,,,,,,,,,,,,,,,,,10.697018667007796,10.705014749953989,10.705014749953989,10.705014749953989,10.705014749953989,11.649769124982413,11.667879457992967,space,0.009894123999401927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,3,2,2,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_3.png,Negvi,This is a scene from a sea named,space,1.1814286669832654,None,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,11.71764704195084,,,,,,,,,,,,,,,,,,11.709851249994244,11.71764704195084,11.71764704195084,11.71764704195084,11.71764704195084,12.666319374984596,13.851086624956224,space,1.1814286669832654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,2,2,0,scenes_group3.xlsx,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,4,0,0,0,scenes_group4.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UB_1.png,Somar,This is a scene from a sea named,space,0.22358712501591071,None,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,13.90675475000171,,,,,,,,,,,,,,,,,,13.898651499999687,13.90675475000171,13.90675475000171,13.90675475000171,13.90675475000171,14.84979641699465,15.084571374987718,space,0.22358712501591071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,4,1,1,0,scenes_group4.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UB_2.png,Somar,This is a scene from a sea named,space,0.6764896250097081,None,,,,,,,,,,,,,,0,3,3,3,0,1,1,1,,,,,,,,,15.134103707969189,,,,,,,,,,,,,,,,,,15.126710332988296,15.134103707969189,15.134103707969189,15.134103707969189,15.134103707969189,16.08298266696511,16.767009083006997,space,0.6764896250097081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,4,2,2,0,scenes_group4.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UB_3.png,Somar,This is a scene from a sea named,space,0.19590104097733274,None,,,,,,,,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,16.81573545798892,,,,,,,,,,,,,,,,,,16.808190666954033,16.81573545798892,16.81573545798892,16.81573545798892,16.81573545798892,17.766475666954648,17.96687004197156,space,0.19590104097733274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,3,3,0,scenes_group4.xlsx,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.969945124990772,17.981444332981482,17.981444332981482,19.217780374980066,space,1.2289428330259398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,0,0,0,,,,,,,,UB,TESTstimuli/TESTscenes/UB_1.jpg,TESTstimuli/TESTscenes/UB_2.jpg,TESTstimuli/TESTscenes/UB_3.jpg,Somar,space,3.323925416043494,None,,,,,,,,,,,,,,0,0,0,3,,,,,19.38243075000355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.373335249954835,19.38243075000355,19.38243075000355,19.38243075000355,19.38243075000355,19.38243075000355,22.718128916982096,space,3.323925416043494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,1,1,0,,,,,,,,UA,TESTstimuli/TESTscenes/UA_1.jpg,TESTstimuli/TESTscenes/UA_2.jpg,TESTstimuli/TESTscenes/UA_3.jpg,Negvi,space,1.421536332985852,None,,,,,,,,,,,,,,0,1,1,2,,,,,22.83665795798879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82624595798552,22.83665795798879,22.83665795798879,22.83665795798879,22.83665795798879,22.83665795798879,24.267861582979094,space,1.421536332985852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,2,2,0,,,,,,,,JA,TESTstimuli/TESTscenes/JA_1.jpg,TESTstimuli/TESTscenes/JA_2.jpg,TESTstimuli/TESTscenes/JA_3.jpg,Tulon,space,1.3872522489982657,None,,,,,,,,,,,,,,0,2,2,0,,,,,24.547981457959395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.538378999975976,24.547981457959395,24.547981457959395,24.547981457959395,24.547981457959395,24.547981457959395,25.940826541977003,space,1.3872522489982657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,3,3,0,,,,,,,,JB,TESTstimuli/TESTscenes/JB_1.jpg,TESTstimuli/TESTscenes/JB_2.jpg,TESTstimuli/TESTscenes/JB_3.jpg,Malbow,space,1.3561912499717437,None,,,,,,,,,,,,,,0,3,3,1,,,,,26.05801999999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.047977832960896,26.05801999999676,26.05801999999676,26.05801999999676,26.05801999999676,26.05801999999676,27.417630832991563,space,1.3561912499717437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.417862832953688,27.42688270797953,27.42688270797953,28.71754266700009,space,1.2892789579927921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.942695957957767,28.953461707977112,28.953461707977112,28.953461707977112,28.953461707977112,28.953461707977112,28.953461707977112,28.953461707977112,28.953461707977112,28.953461707977112,32.91772166697774,space,3.9545307909720577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.917833749961574,32.92712337500416,32.92712337500416,34.21770708297845,space,1.2804937079781666,None,,,,,,,,,,,,,,,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4196662500035,34.43087216699496,34.43087216699496,34.43087216699496,34.43087216699496,34.43087216699496,34.43087216699496,34.43087216699496,34.43087216699496,34.43087216699496,42.81792854197556,space,8.380034082976636,None,,,,,,,,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.818123499979265,42.82515637495089,42.82515637495089,45.273746499966364,space,2.4473816250101663,None,6,001,2026-03-10_15h25.13.209,TEST_training_task,,2025.2.4,None,2026-03-10 15h25.14.415333 +0100,
,,,1,0,0,0,,TESTstimuli/TESTscenes/JA_1.jpg,,,,,,,,,,,,,,Tulon,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
