scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.05708299996331334,0.20443954097572714,0.9957237080088817,2.7355110829812475,space,1.5024932919768617,None,,,,,,,,,,320,001,2026-05-27_09h48.16.733,TEST_training_task,,2025.2.4,2026-05-27 09h48.17.458295 -0400,
JA,Negvi,stimuli/scenes/JA_1.jpg,1,0,0,0,,,,,0,0,0,0,,,,,,,,,2.7721251659677364,,,,,,,,,2.7486820410122164,2.7487149160006084,,,,,,,,320,001,2026-05-27_09h48.16.733,TEST_training_task,,2025.2.4,2026-05-27 09h48.17.458295 -0400,
JB,Malbow,stimuli/scenes/JB_1.jpg,2,1,1,0,,,,,0,1,1,1,,,,,,,,,2.7721251659677364,,,,,,,,,2.748768999997992,2.7487885410082527,,,,,,,,320,001,2026-05-27_09h48.16.733,TEST_training_task,,2025.2.4,2026-05-27 09h48.17.458295 -0400,
UA,Tulon,stimuli/scenes/UA_1.jpg,3,2,2,0,,,,,0,2,2,2,,,,,,,,,2.7721251659677364,,,,,,,,,2.7488308749743737,2.7488480000174604,,,,,,,,320,001,2026-05-27_09h48.16.733,TEST_training_task,,2025.2.4,2026-05-27 09h48.17.458295 -0400,
UB,Somar,stimuli/scenes/UB_1.jpg,4,3,3,0,,,,,0,3,3,3,,,,,,,,,2.7721251659677364,,,,,,,,,2.7488887080107816,2.748905165994074,,,,,,,,320,001,2026-05-27_09h48.16.733,TEST_training_task,,2025.2.4,2026-05-27 09h48.17.458295 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.748929332999978,2.7721251659677364,2.7721251659677364,4.05704191600671,space,1.2817631250363775,None,320,001,2026-05-27_09h48.16.733,TEST_training_task,,2025.2.4,2026-05-27 09h48.17.458295 -0400,
,,,1,0,0,0,scenes_group1.xlsx,stimuli/TESTscenes/p1_scenes/p1_JA_1.png,Tulon,This scene is a scene from a jungle named,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
