scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,3,0,0,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_1.png,Negvi,This is a scene from a sea named,space,0.7292953329742886,None,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,22.084672583034262,,,,,,,,,,,,,,,,,,22.07678137504263,22.084672583034262,22.084672583034262,22.084672583034262,22.084672583034262,23.024397167027928,23.75898683303967,space,0.7292953329742886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,3,1,1,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_2.png,Negvi,This is a scene from a sea named,space,0.06595904199639335,None,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,23.81137904204661,,,,,,,,,,,,,,,,,,23.803757542045787,23.81137904204661,23.81137904204661,23.81137904204661,23.81137904204661,24.75778700003866,24.825800292019267,space,0.06595904199639335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,3,2,2,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_3.png,Negvi,This is a scene from a sea named,space,0.06611349998274818,None,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,24.87468762503704,,,,,,,,,,,,,,,,,,24.866706333006732,24.87468762503704,24.87468762503704,24.87468762503704,24.87468762503704,25.82453408301808,25.892395958013367,space,0.06611349998274818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,2,2,0,scenes_group3.xlsx,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,2,0,0,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_1.png,Malbow,This is a scene from a jungle named,space,0.8266558339819312,None,,,,,,,,,,,,,,0,3,3,1,0,0,0,0,,,,,,,,,25.95429545803927,,,,,,,,,,,,,,,,,,25.946179167018272,25.95429545803927,25.95429545803927,25.95429545803927,25.95429545803927,26.891086207993794,27.72581833304139,space,0.8266558339819312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,2,1,1,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_2.png,Malbow,This is a scene from a jungle named,space,0.3901722500449978,None,,,,,,,,,,,,,,0,3,3,1,0,1,1,1,,,,,,,,,27.781521458004136,,,,,,,,,,,,,,,,,,27.77391579200048,27.781521458004136,27.781521458004136,27.781521458004136,27.781521458004136,28.72452237503603,29.124365416995715,space,0.3901722500449978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,2,2,2,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_3.png,Malbow,This is a scene from a jungle named,space,0.4160252909641713,None,,,,,,,,,,,,,,0,3,3,1,0,2,2,2,,,,,,,,,29.171242583019193,,,,,,,,,,,,,,,,,,29.163484500022605,29.171242583019193,29.171242583019193,29.171242583019193,29.171242583019193,30.12450366700068,30.548379458021373,space,0.4160252909641713,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,3,3,0,scenes_group2.xlsx,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.551572958007455,30.56320987502113,30.56320987502113,33.926081000012346,space,3.358392084017396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,0,0,0,,,,,,,,JA,TESTstimuli/TESTscenes/JA_1.jpg,TESTstimuli/TESTscenes/JA_2.jpg,TESTstimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,3.227601249993313,None,,,,,,,,,,,,,,0,0,0,0,,,,,34.237768042017706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.226770250010304,34.237768042017706,34.237768042017706,34.237768042017706,34.237768042017706,34.237768042017706,37.47630924999248,space,3.227601249993313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,1,1,0,,,,,,,,UA,TESTstimuli/TESTscenes/UA_1.jpg,TESTstimuli/TESTscenes/UA_2.jpg,TESTstimuli/TESTscenes/UA_3.jpg,scene_UA_lbl,space,2.00833145796787,None,,,,,,,,,,,,,,0,1,1,2,,,,,37.62718162499368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.61776612501126,37.62718162499368,37.62718162499368,37.62718162499368,37.62718162499368,37.62718162499368,39.642089875007514,space,2.00833145796787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,2,2,0,,,,,,,,JB,TESTstimuli/TESTscenes/JB_1.jpg,TESTstimuli/TESTscenes/JB_2.jpg,TESTstimuli/TESTscenes/JB_3.jpg,scene_JB_lbl,space,2.5069897090434097,None,,,,,,,,,,,,,,0,2,2,1,,,,,39.74641891702777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.73936833301559,39.74641891702777,39.74641891702777,39.74641891702777,39.74641891702777,39.74641891702777,42.259154417028185,space,2.5069897090434097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,3,3,0,,,,,,,,UB,TESTstimuli/TESTscenes/UB_1.jpg,TESTstimuli/TESTscenes/UB_2.jpg,TESTstimuli/TESTscenes/UB_3.jpg,scene_UB_lbl,space,3.614224374992773,None,,,,,,,,,,,,,,0,3,3,3,,,,,42.38708300003782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37927545799175,42.38708300003782,42.38708300003782,42.38708300003782,42.38708300003782,42.38708300003782,46.0093223330332,space,3.614224374992773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.009761375025846,46.023521375027485,46.023521375027485,48.20882270799484,space,2.1836577500216663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.434333292010706,48.44542304199422,48.44542304199422,48.44542304199422,48.44542304199422,48.44542304199422,48.44542304199422,48.44542304199422,48.44542304199422,48.44542304199422,55.72445770801278,space,7.277557959023397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.72455362504115,55.73082716698991,55.73082716698991,58.76478645799216,space,3.0280890840222128,None,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.97794758301461,58.99036325002089,58.99036325002089,58.99036325002089,58.99036325002089,58.99036325002089,58.99036325002089,58.99036325002089,58.99036325002089,58.99036325002089,62.692007625009865,space,3.6935059999814257,None,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69212962500751,62.70216375001473,62.70216375001473,64.22561925003538,space,1.5215997909544967,None,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,4,0,0,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,,,,,,,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
