scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013818875013384968,0.022957000008318573,0.9963263749959879,6.141672958037816,space,4.8612119579920545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
JA,Tulon,TESTstimuli/TESTscenes/JA_1.jpg,1,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,6.184153750014957,,,,,,,,,6.159219041990582,6.159265417023562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
JB,Negvi,TESTstimuli/TESTscenes/JB_1.jpg,2,1,1,0,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,6.184153750014957,,,,,,,,,6.1593465830083005,6.159378083015326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
UA,Somar,TESTstimuli/TESTscenes/UA_2.jpg,3,2,2,0,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,6.184153750014957,,,,,,,,,6.159448250022251,6.1594764170004055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
UB,Malbow,TESTstimuli/TESTscenes/UB_2.jpg,4,3,3,0,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,6.184153750014957,,,,,,,,,6.159545833012089,6.159572875010781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.159618750039954,6.184153750014957,6.184153750014957,13.676294750010129,space,7.484228499990422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,1,0,0,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_1.png,Tulon,This scene is a scene from a jungle named,space,0.7353593750158325,None,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,13.770044667006005,,,,,,,,,,,,,,,,,,13.755307833023835,13.770044667006005,13.770044667006005,13.770044667006005,13.770044667006005,14.674544167006388,15.415542333037592,space,0.7353593750158325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,1,1,1,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_2.png,Tulon,This scene is a scene from a jungle named,space,0.5100121250143275,None,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,15.472949541988783,,,,,,,,,,,,,,,,,,15.465111500001512,15.472949541988783,15.472949541988783,15.472949541988783,15.472949541988783,16.406978292041458,16.931151083030272,space,0.5100121250143275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,1,2,2,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_3.png,Tulon,This scene is a scene from a jungle named,space,0.17019425000762567,None,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,17.00469679199159,,,,,,,,,,,,,,,,,,16.99350612499984,17.00469679199159,17.00469679199159,17.00469679199159,17.00469679199159,17.92375912499847,18.099004874995444,space,0.17019425000762567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,0,0,0,scenes_group1.xlsx,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,4,0,0,0,scenes_group4.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UB_1.png,Somar,This is a scene from a sea named,space,0.09266033401945606,None,,,,,,,,,,,,,,0,1,1,3,0,0,0,0,,,,,,,,,18.16191720799543,,,,,,,,,,,,,,,,,,18.152273582993075,18.16191720799543,18.16191720799543,18.16191720799543,18.16191720799543,19.09725225000875,19.192498375021387,space,0.09266033401945606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,4,1,1,0,scenes_group4.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UB_2.png,Somar,This is a scene from a sea named,space,0.6379014590056613,None,,,,,,,,,,,,,,0,1,1,3,0,1,1,1,,,,,,,,,19.239328249997925,,,,,,,,,,,,,,,,,,19.23149525001645,19.239328249997925,19.239328249997925,19.239328249997925,19.239328249997925,20.1912524169893,20.83143745799316,space,0.6379014590056613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,4,2,2,0,scenes_group4.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UB_3.png,Somar,This is a scene from a sea named,space,0.1982960840105079,None,,,,,,,,,,,,,,0,1,1,3,0,2,2,2,,,,,,,,,20.879733417008538,,,,,,,,,,,,,,,,,,20.872293375025038,20.879733417008538,20.879733417008538,20.879733417008538,20.879733417008538,21.824552375008352,22.02514520799741,space,0.1982960840105079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
,,,,1,1,0,scenes_group4.xlsx,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,001,2026-03-12_10h03.21.115,TEST_training_task,,2025.2.4,None,2026-03-12 10h03.22.344206 +0100,
